Prob_Default,Risk_Level
0.155,Low
0.01,Low
0.04,Low
0.02,Low
0.005,Low
0.025,Low
0.04,Low
0.0,Low
0.01,Low
0.055,Low
0.0,Low
0.02,Low
0.04,Low
0.07,Low
0.01,Low
0.01,Low
0.005,Low
0.11,Low
0.0,Low
0.01,Low
0.05,Low
0.005,Low
0.355,Medium
0.05,Low
0.0,Low
0.0,Low
0.02,Low
0.02,Low
0.025,Low
0.03,Low
0.01,Low
0.015,Low
0.0,Low
0.005,Low
0.265,Low
0.025,Low
0.02,Low
0.0,Low
0.065,Low
0.21,Low
0.005,Low
0.0,Low
0.21,Low
0.0,Low
0.015,Low
0.09,Low
0.01,Low
0.08,Low
0.025,Low
0.02,Low
0.01,Low
0.0,Low
0.165,Low
0.0,Low
0.0,Low
0.07,Low
0.02,Low
0.07,Low
0.0,Low
0.005,Low
0.21,Low
0.04,Low
0.005,Low
0.02,Low
0.0,Low
0.215,Low
0.06,Low
0.0,Low
0.085,Low
0.16,Low
0.01,Low
0.005,Low
0.005,Low
0.09,Low
0.045,Low
0.015,Low
0.245,Low
0.0,Low
0.0,Low
0.225,Low
0.06,Low
0.055,Low
0.015,Low
0.02,Low
0.025,Low
0.08,Low
0.3,Low
0.085,Low
0.0,Low
0.115,Low
0.0,Low
0.04,Low
0.01,Low
0.055,Low
0.0,Low
0.005,Low
0.0,Low
0.02,Low
0.0,Low
0.18,Low
0.02,Low
0.015,Low
0.03,Low
0.0,Low
0.0,Low
0.01,Low
0.0,Low
0.06,Low
0.1,Low
0.255,Low
0.0,Low
0.015,Low
0.09,Low
0.005,Low
0.015,Low
0.015,Low
0.01,Low
0.12,Low
0.0,Low
0.145,Low
0.02,Low
0.0,Low
0.02,Low
0.02,Low
0.05,Low
0.37,Medium
0.025,Low
0.05,Low
0.105,Low
0.045,Low
0.05,Low
0.02,Low
0.02,Low
0.0,Low
0.01,Low
0.03,Low
0.03,Low
0.0,Low
0.02,Low
0.005,Low
0.025,Low
0.01,Low
0.01,Low
0.02,Low
0.07,Low
0.095,Low
0.045,Low
0.0,Low
0.22,Low
0.0,Low
0.0,Low
0.07,Low
0.01,Low
0.01,Low
0.015,Low
0.005,Low
0.075,Low
0.535,Medium
0.0,Low
0.015,Low
0.025,Low
0.04,Low
0.025,Low
0.005,Low
0.005,Low
0.005,Low
0.0,Low
0.015,Low
0.01,Low
0.04,Low
0.0,Low
0.0,Low
0.02,Low
0.0,Low
0.115,Low
0.07,Low
0.035,Low
0.265,Low
0.015,Low
0.07,Low
0.1,Low
0.0,Low
0.0,Low
0.23,Low
0.005,Low
0.0,Low
0.03,Low
0.04,Low
0.005,Low
0.005,Low
0.0,Low
0.02,Low
0.005,Low
0.0,Low
0.0,Low
0.02,Low
0.09,Low
0.035,Low
0.03,Low
0.0,Low
0.09,Low
0.24,Low
0.21,Low
0.03,Low
0.015,Low
0.02,Low
0.0,Low
0.005,Low
0.03,Low
0.085,Low
0.33,Medium
0.0,Low
0.015,Low
0.115,Low
0.175,Low
0.01,Low
0.02,Low
0.065,Low
0.015,Low
0.185,Low
0.015,Low
0.17,Low
0.215,Low
0.0,Low
0.01,Low
0.08,Low
0.015,Low
0.005,Low
0.025,Low
0.02,Low
0.165,Low
0.12,Low
0.09,Low
0.0,Low
0.0,Low
0.005,Low
0.025,Low
0.0,Low
0.0,Low
0.035,Low
0.01,Low
0.005,Low
0.015,Low
0.015,Low
0.045,Low
0.155,Low
0.065,Low
0.0,Low
0.01,Low
0.105,Low
0.01,Low
0.01,Low
0.095,Low
0.055,Low
0.105,Low
0.155,Low
0.03,Low
0.0,Low
0.03,Low
0.0,Low
0.02,Low
0.015,Low
0.0,Low
0.0,Low
0.01,Low
0.005,Low
0.12,Low
0.06,Low
0.01,Low
0.28,Low
0.375,Medium
0.05,Low
0.005,Low
0.0,Low
0.165,Low
0.06,Low
0.0,Low
0.0,Low
0.09,Low
0.02,Low
0.0,Low
0.0,Low
0.05,Low
0.01,Low
0.055,Low
0.11,Low
0.01,Low
0.03,Low
0.0,Low
0.02,Low
0.005,Low
0.005,Low
0.0,Low
0.0,Low
0.01,Low
0.24,Low
0.03,Low
0.01,Low
0.01,Low
0.015,Low
0.155,Low
0.0,Low
0.01,Low
0.055,Low
0.065,Low
0.035,Low
0.175,Low
0.37,Medium
0.135,Low
0.03,Low
0.0,Low
0.035,Low
0.085,Low
0.02,Low
0.0,Low
0.075,Low
0.005,Low
0.0,Low
0.015,Low
0.155,Low
0.26,Low
0.03,Low
0.47,Medium
0.0,Low
0.115,Low
0.0,Low
0.04,Low
0.06,Low
0.095,Low
0.0,Low
0.015,Low
0.015,Low
0.025,Low
0.325,Medium
0.07,Low
0.05,Low
0.02,Low
0.01,Low
0.0,Low
0.04,Low
0.005,Low
0.0,Low
0.0,Low
0.0,Low
0.08,Low
0.0,Low
0.01,Low
0.005,Low
0.0,Low
0.0,Low
0.0,Low
0.01,Low
0.035,Low
0.0,Low
0.01,Low
0.02,Low
0.025,Low
0.015,Low
0.0,Low
0.0,Low
0.005,Low
0.05,Low
0.005,Low
0.0,Low
0.105,Low
0.0,Low
0.0,Low
0.005,Low
0.02,Low
0.015,Low
0.0,Low
0.245,Low
0.0,Low
0.0,Low
0.005,Low
0.0,Low
0.015,Low
0.045,Low
0.0,Low
0.05,Low
0.005,Low
0.035,Low
0.32,Medium
0.005,Low
0.03,Low
0.0,Low
0.07,Low
0.005,Low
0.19,Low
0.0,Low
0.0,Low
0.545,Medium
0.065,Low
0.005,Low
0.035,Low
0.01,Low
0.005,Low
0.02,Low
0.02,Low
0.01,Low
0.015,Low
0.155,Low
0.0,Low
0.0,Low
0.015,Low
0.0,Low
0.0,Low
0.005,Low
0.015,Low
0.055,Low
0.04,Low
0.0,Low
0.01,Low
0.44,Medium
0.005,Low
0.035,Low
0.57,Medium
0.01,Low
0.09,Low
0.015,Low
0.0,Low
0.005,Low
0.005,Low
0.0,Low
0.015,Low
0.01,Low
0.0,Low
0.0,Low
0.11,Low
0.015,Low
0.015,Low
0.085,Low
0.015,Low
0.04,Low
0.045,Low
0.0,Low
0.005,Low
0.03,Low
0.03,Low
0.0,Low
0.005,Low
0.06,Low
0.02,Low
0.22,Low
0.22,Low
0.05,Low
0.02,Low
0.0,Low
0.025,Low
0.015,Low
0.005,Low
0.01,Low
0.03,Low
0.025,Low
0.0,Low
0.035,Low
0.095,Low
0.0,Low
0.0,Low
0.005,Low
0.0,Low
0.02,Low
0.0,Low
0.005,Low
0.02,Low
0.005,Low
0.04,Low
0.07,Low
0.0,Low
0.12,Low
0.145,Low
0.03,Low
0.01,Low
0.18,Low
0.0,Low
0.0,Low
0.02,Low
0.005,Low
0.015,Low
0.005,Low
0.08,Low
0.0,Low
0.025,Low
0.0,Low
0.09,Low
0.035,Low
0.0,Low
0.1,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.015,Low
0.01,Low
0.02,Low
0.39,Medium
0.0,Low
0.09,Low
0.0,Low
0.05,Low
0.005,Low
0.055,Low
0.025,Low
0.02,Low
0.0,Low
0.0,Low
0.005,Low
0.6631443491692864,High
0.0,Low
0.0,Low
0.01,Low
0.175,Low
0.015,Low
0.005,Low
0.01,Low
0.055,Low
0.145,Low
0.005,Low
0.0,Low
0.07,Low
0.69,High
0.015,Low
0.0,Low
0.01,Low
0.345,Medium
0.01,Low
0.01,Low
0.0,Low
0.005,Low
0.625,High
0.03,Low
0.035,Low
0.0,Low
0.225,Low
0.17,Low
0.0,Low
0.05,Low
0.0,Low
0.0,Low
0.01,Low
0.04,Low
0.015,Low
0.0,Low
0.01,Low
0.08,Low
0.0,Low
0.005,Low
0.0,Low
0.055,Low
0.445,Medium
0.175,Low
0.0,Low
0.05,Low
0.075,Low
0.3,Low
0.065,Low
0.03,Low
0.02,Low
0.115,Low
0.01,Low
0.01,Low
0.03,Low
0.045,Low
0.01,Low
0.005,Low
0.005,Low
0.0,Low
0.01,Low
0.0,Low
0.015,Low
0.015,Low
0.605,High
0.11,Low
0.0,Low
0.035,Low
0.0,Low
0.035,Low
0.025,Low
0.0,Low
0.015,Low
0.63,High
0.375,Medium
0.115,Low
0.095,Low
0.065,Low
0.02,Low
0.02,Low
0.015,Low
0.125,Low
0.0,Low
0.11,Low
0.135,Low
0.17,Low
0.005,Low
0.225,Low
0.0,Low
0.07,Low
0.035,Low
0.025,Low
0.0,Low
0.005,Low
0.01,Low
0.0,Low
0.055,Low
0.055,Low
0.025,Low
0.055,Low
0.1,Low
0.01,Low
0.08,Low
0.01,Low
0.065,Low
0.085,Low
0.07,Low
0.03,Low
0.005,Low
0.01,Low
0.015,Low
0.065,Low
0.0,Low
0.01,Low
0.005,Low
0.2,Low
0.04,Low
0.035,Low
0.02,Low
0.03,Low
0.12,Low
0.02,Low
0.055,Low
0.05,Low
0.155,Low
0.06,Low
0.035,Low
0.0,Low
0.22,Low
0.145,Low
0.005,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.015,Low
0.325,Medium
0.005,Low
0.135,Low
0.525,Medium
0.055,Low
0.045,Low
0.05,Low
0.09,Low
0.0,Low
0.22,Low
0.01,Low
0.0,Low
0.015,Low
0.075,Low
0.105,Low
0.005,Low
0.02,Low
0.045,Low
0.03,Low
0.0,Low
0.02,Low
0.01,Low
0.01,Low
0.0,Low
0.015,Low
0.01,Low
0.055,Low
0.1,Low
0.005,Low
0.0,Low
0.05,Low
0.645,High
0.0,Low
0.025,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.025,Low
0.1,Low
0.105,Low
0.035,Low
0.03,Low
0.005,Low
0.0,Low
0.0,Low
0.0,Low
0.03,Low
0.0,Low
0.0,Low
0.0,Low
0.375,Medium
0.02,Low
0.0,Low
0.0,Low
0.02,Low
0.0,Low
0.02,Low
0.07,Low
0.245,Low
0.015,Low
0.035,Low
0.015,Low
0.14,Low
0.005,Low
0.005,Low
0.085,Low
0.0,Low
0.28,Low
0.015,Low
0.01,Low
0.01,Low
0.005,Low
0.515,Medium
0.03,Low
0.0,Low
0.04,Low
0.0,Low
0.005,Low
0.015,Low
0.005,Low
0.01,Low
0.85,High
0.09,Low
0.005,Low
0.005,Low
0.03,Low
0.04,Low
0.025,Low
0.02,Low
0.015,Low
0.15,Low
0.0,Low
0.8,High
0.015,Low
0.0,Low
0.075,Low
0.03,Low
0.06,Low
0.05,Low
0.075,Low
0.0,Low
0.0,Low
0.0,Low
0.03,Low
0.055,Low
0.035,Low
0.35,Medium
0.115,Low
0.045,Low
0.0,Low
0.025,Low
0.0,Low
0.345,Medium
0.34,Medium
0.0,Low
0.0,Low
0.265,Low
0.005,Low
0.045,Low
0.09,Low
0.02,Low
0.005,Low
0.085,Low
0.275,Low
0.005,Low
0.015,Low
0.02,Low
0.145,Low
0.0,Low
0.04,Low
0.015,Low
0.055,Low
0.08,Low
0.0,Low
0.01,Low
0.02,Low
0.01,Low
0.0,Low
0.075,Low
0.0,Low
0.005,Low
0.0,Low
0.175,Low
0.03,Low
0.13,Low
0.06,Low
0.08,Low
0.0,Low
0.005,Low
0.075,Low
0.075,Low
0.005,Low
0.2,Low
0.58,Medium
0.0,Low
0.08,Low
0.48,Medium
0.0,Low
0.005,Low
0.0,Low
0.005,Low
0.02,Low
0.029741563816989766,Low
0.01,Low
0.12,Low
0.0,Low
0.02,Low
0.115,Low
0.005,Low
0.04,Low
0.09,Low
0.035,Low
0.015,Low
0.0,Low
0.015,Low
0.035,Low
0.035,Low
0.01,Low
0.0,Low
0.08,Low
0.01,Low
0.015,Low
0.0,Low
0.0,Low
0.005,Low
0.125,Low
0.0,Low
0.0,Low
0.0,Low
0.01,Low
0.03,Low
0.005,Low
0.0,Low
0.005,Low
0.045,Low
0.0,Low
0.005,Low
0.02,Low
0.0,Low
0.185,Low
0.035,Low
0.04,Low
0.04,Low
0.0,Low
0.005,Low
0.04,Low
0.02,Low
0.0,Low
0.0,Low
0.0,Low
0.235,Low
0.005,Low
0.0,Low
0.09,Low
0.205,Low
0.07,Low
0.025,Low
0.0,Low
0.02,Low
0.0,Low
0.01,Low
0.115,Low
0.005,Low
0.01,Low
0.005,Low
0.015,Low
0.0,Low
0.0,Low
0.025,Low
0.0,Low
0.0,Low
0.04,Low
0.005,Low
0.01,Low
0.005,Low
0.065,Low
0.005,Low
0.03,Low
0.01,Low
0.0,Low
0.03,Low
0.35,Medium
0.07,Low
0.19,Low
0.26,Low
0.125,Low
0.02,Low
0.0,Low
0.21,Low
0.01,Low
0.0,Low
0.01,Low
0.195,Low
0.005,Low
0.02,Low
0.015,Low
0.035,Low
0.0,Low
0.045,Low
0.025,Low
0.075,Low
0.0,Low
0.01,Low
0.015,Low
0.0,Low
0.0,Low
0.04,Low
0.005,Low
0.005,Low
0.305,Medium
0.235,Low
0.0,Low
0.0,Low
0.035,Low
0.055,Low
0.015,Low
0.115,Low
0.075,Low
0.05,Low
0.07,Low
0.005,Low
0.005,Low
0.025,Low
0.115,Low
0.005,Low
0.05,Low
0.02,Low
0.0,Low
0.015,Low
0.055,Low
0.395,Medium
0.035,Low
0.005,Low
0.005,Low
0.085,Low
0.04,Low
0.01,Low
0.0,Low
0.04,Low
0.03,Low
0.015,Low
0.015,Low
0.035,Low
0.0,Low
0.51,Medium
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.01,Low
0.005,Low
0.1,Low
0.035,Low
0.095,Low
0.0,Low
0.0,Low
0.03,Low
0.005,Low
0.115,Low
0.0,Low
0.0,Low
0.015,Low
0.02,Low
0.025,Low
0.0,Low
0.03,Low
0.005,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.005,Low
0.005,Low
0.085,Low
0.025,Low
0.18,Low
0.0,Low
0.015,Low
0.005,Low
0.02,Low
0.0,Low
0.0,Low
0.02,Low
0.005,Low
0.015,Low
0.185,Low
0.0,Low
0.015,Low
0.0,Low
0.0,Low
0.03,Low
0.005,Low
0.005,Low
0.225,Low
0.055,Low
0.035,Low
0.16,Low
0.0,Low
0.025,Low
0.03,Low
0.315,Medium
0.0,Low
0.0,Low
0.01,Low
0.005,Low
0.01,Low
0.01,Low
0.01,Low
0.035,Low
0.01,Low
0.0,Low
0.01,Low
0.01,Low
0.01,Low
0.005,Low
0.095,Low
0.02,Low
0.04,Low
0.34,Medium
0.0,Low
0.0,Low
0.155,Low
0.105,Low
0.02,Low
0.0,Low
0.015,Low
0.005,Low
0.0,Low
0.01,Low
0.0,Low
0.055,Low
0.005,Low
0.005,Low
0.0,Low
0.075,Low
0.04,Low
0.01,Low
0.0,Low
0.005,Low
0.045,Low
0.0,Low
0.155,Low
0.0,Low
0.005,Low
0.03,Low
0.0,Low
0.04,Low
0.005,Low
0.055,Low
0.0,Low
0.02,Low
0.0,Low
0.03,Low
0.005,Low
0.075,Low
0.0,Low
0.025,Low
0.01,Low
0.375,Medium
0.015,Low
0.0,Low
0.045,Low
0.075,Low
0.025,Low
0.005,Low
0.065,Low
0.0,Low
0.035,Low
0.005,Low
0.015,Low
0.01,Low
0.035,Low
0.005,Low
0.0,Low
0.015,Low
0.095,Low
0.0,Low
0.04,Low
0.0,Low
0.045,Low
0.005,Low
0.0,Low
0.275,Low
0.0,Low
0.035,Low
0.0,Low
0.0,Low
0.025,Low
0.015,Low
0.015,Low
0.0,Low
0.0,Low
0.005,Low
0.0,Low
0.005,Low
0.04,Low
0.015,Low
0.015,Low
0.025,Low
0.035,Low
0.2,Low
0.01,Low
0.0,Low
0.07,Low
0.08,Low
0.005,Low
0.0,Low
0.01,Low
0.01,Low
0.06,Low
0.065,Low
0.0,Low
0.0,Low
0.025,Low
0.015,Low
0.0,Low
0.055,Low
0.005,Low
0.0,Low
0.055,Low
0.1,Low
0.01,Low
0.045,Low
0.035,Low
0.015,Low
0.0,Low
0.13,Low
0.01,Low
0.02,Low
0.0,Low
0.315,Medium
0.01,Low
0.0,Low
0.02,Low
0.09,Low
0.025,Low
0.115,Low
0.08,Low
0.105,Low
0.025,Low
0.04,Low
0.475,Medium
0.005,Low
0.115,Low
0.025,Low
0.03,Low
0.0,Low
0.005,Low
0.005,Low
0.015,Low
0.0,Low
0.02,Low
0.025,Low
0.05,Low
0.08,Low
0.0,Low
0.015,Low
0.085,Low
0.0,Low
0.01,Low
0.01,Low
0.01,Low
0.0,Low
0.0,Low
0.06,Low
0.065,Low
0.16,Low
0.005,Low
0.0,Low
0.03,Low
0.0,Low
0.0,Low
0.005,Low
0.045,Low
0.0,Low
0.005,Low
0.015,Low
0.035,Low
0.01,Low
0.0,Low
0.125,Low
0.005,Low
0.03,Low
0.04,Low
0.0,Low
0.0,Low
0.0,Low
0.02,Low
0.01,Low
0.0,Low
0.045,Low
0.03,Low
0.005,Low
0.065,Low
0.6753270100041091,High
0.015,Low
0.06,Low
0.015,Low
0.025,Low
0.175,Low
0.005,Low
0.0,Low
0.075,Low
0.145,Low
0.015,Low
0.015,Low
0.015,Low
0.0,Low
0.01,Low
0.0,Low
0.0,Low
0.01,Low
0.735,High
0.03,Low
0.0,Low
0.025,Low
0.01,Low
0.065,Low
0.73,High
0.0,Low
0.0,Low
0.035,Low
0.15,Low
0.0,Low
0.05,Low
0.045,Low
0.0,Low
0.01,Low
0.235,Low
0.0,Low
0.0,Low
0.0,Low
0.035,Low
0.0,Low
0.005,Low
0.09,Low
0.01,Low
0.04,Low
0.035,Low
0.0,Low
0.485,Medium
0.01,Low
0.115,Low
0.01,Low
0.015,Low
0.0,Low
0.02,Low
0.0,Low
0.035,Low
0.36,Medium
0.015,Low
0.045,Low
0.09,Low
0.005,Low
0.03,Low
0.025,Low
0.085,Low
0.185,Low
0.01,Low
0.05,Low
0.0,Low
0.015,Low
0.005,Low
0.0,Low
0.01,Low
0.015,Low
0.125,Low
0.015,Low
0.015,Low
0.0,Low
0.455,Medium
0.055,Low
0.0,Low
0.165,Low
0.0,Low
0.075,Low
0.045,Low
0.0,Low
0.0,Low
0.005,Low
0.0,Low
0.105,Low
0.0,Low
0.085,Low
0.0,Low
0.0,Low
0.02,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.065,Low
0.015,Low
0.0,Low
0.0,Low
0.0,Low
0.03,Low
0.09,Low
0.0,Low
0.005,Low
0.0,Low
0.0,Low
0.005,Low
0.03,Low
0.015,Low
0.16,Low
0.0,Low
0.0,Low
0.035,Low
0.005,Low
0.005,Low
0.01,Low
0.0,Low
0.02,Low
0.01,Low
0.0,Low
0.01,Low
0.0,Low
0.32,Medium
0.12,Low
0.04,Low
0.0,Low
0.005,Low
0.01,Low
0.01,Low
0.015,Low
0.045,Low
0.0,Low
0.06,Low
0.01,Low
0.005,Low
0.68,High
0.025,Low
0.13,Low
0.1,Low
0.04,Low
0.01,Low
0.01,Low
0.02,Low
0.025,Low
0.015,Low
0.06,Low
0.465,Medium
0.0,Low
0.045,Low
0.02,Low
0.03,Low
0.0,Low
0.035,Low
0.065,Low
0.035,Low
0.05,Low
0.095,Low
0.005,Low
0.005,Low
0.005,Low
0.025,Low
0.08,Low
0.0,Low
0.015,Low
0.04,Low
0.0,Low
0.105,Low
0.015,Low
0.035,Low
0.385,Medium
0.065,Low
0.0,Low
0.15,Low
0.005,Low
0.005,Low
0.02,Low
0.105,Low
0.06,Low
0.205,Low
0.02,Low
0.015,Low
0.0,Low
0.01,Low
0.04,Low
0.04,Low
0.035,Low
0.05,Low
0.0,Low
0.0,Low
0.015,Low
0.12,Low
0.005,Low
0.03,Low
0.0,Low
0.02,Low
0.14,Low
0.0,Low
0.01,Low
0.155,Low
0.25,Low
0.0,Low
0.53,Medium
0.005,Low
0.02,Low
0.005,Low
0.0,Low
0.03,Low
0.39,Medium
0.0,Low
0.05,Low
0.015,Low
0.0,Low
0.0,Low
0.085,Low
0.01,Low
0.05,Low
0.0,Low
0.035,Low
0.015,Low
0.215,Low
0.02,Low
0.0,Low
0.035,Low
0.015,Low
0.015,Low
0.0,Low
0.135,Low
0.085,Low
0.05,Low
0.11,Low
0.005,Low
0.005,Low
0.0,Low
0.005,Low
0.05,Low
0.06,Low
0.005,Low
0.255,Low
0.0,Low
0.04,Low
0.05589386268031972,Low
0.02,Low
0.0,Low
0.21,Low
0.005,Low
0.02,Low
0.015,Low
0.035,Low
0.01,Low
0.005,Low
0.135,Low
0.03,Low
0.0,Low
0.0,Low
0.03,Low
0.01,Low
0.015,Low
0.0,Low
0.06,Low
0.0,Low
0.005,Low
0.055,Low
0.195,Low
0.01,Low
0.0,Low
0.255,Low
0.035,Low
0.1,Low
0.075,Low
0.265,Low
0.0,Low
0.0,Low
0.005,Low
0.0,Low
0.015,Low
0.3,Low
0.005,Low
0.105,Low
0.19,Low
0.005,Low
0.005,Low
0.045,Low
0.0,Low
0.005,Low
0.0,Low
0.03,Low
0.025,Low
0.005,Low
0.005,Low
0.0,Low
0.045,Low
0.01,Low
0.085,Low
0.045,Low
0.005,Low
0.015,Low
0.025,Low
0.045,Low
0.0,Low
0.125,Low
0.025,Low
0.145,Low
0.075,Low
0.005,Low
0.115,Low
0.0,Low
0.0,Low
0.095,Low
0.0,Low
0.01,Low
0.105,Low
0.005,Low
0.0,Low
0.225,Low
0.005,Low
0.0,Low
0.21,Low
0.06,Low
0.055,Low
0.02,Low
0.1,Low
0.555,Medium
0.045,Low
0.035,Low
0.0,Low
0.005,Low
0.0,Low
0.145,Low
0.0,Low
0.04,Low
0.015,Low
0.0,Low
0.0,Low
0.03,Low
0.055,Low
0.015,Low
0.02,Low
0.0,Low
0.01,Low
0.005,Low
0.0,Low
0.015,Low
0.13,Low
0.05,Low
0.005,Low
0.0,Low
0.0,Low
0.07,Low
0.02,Low
0.065,Low
0.025,Low
0.02,Low
0.0,Low
0.035,Low
0.0,Low
0.0,Low
0.0,Low
0.025,Low
0.04,Low
0.005,Low
0.095,Low
0.0,Low
0.045,Low
0.0,Low
0.115,Low
0.03,Low
0.065,Low
0.0,Low
0.01,Low
0.015,Low
0.0,Low
0.005,Low
0.0,Low
0.115,Low
0.0,Low
0.0,Low
0.225,Low
0.035,Low
0.015,Low
0.005,Low
0.0,Low
0.015,Low
0.095,Low
0.2,Low
0.01,Low
0.0,Low
0.03,Low
0.03,Low
0.015,Low
0.0,Low
0.04,Low
0.01,Low
0.015,Low
0.015,Low
0.015,Low
0.195,Low
0.145,Low
0.03,Low
0.015,Low
0.115,Low
0.44,Medium
0.0,Low
0.01,Low
0.02,Low
0.01,Low
0.0,Low
0.01,Low
0.04,Low
0.03,Low
0.0,Low
0.09,Low
0.025,Low
0.015,Low
0.0,Low
0.045,Low
0.055,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.0,Low
0.35,Medium
0.035,Low
0.0,Low
0.02,Low
0.0,Low
0.18,Low
0.025,Low
0.0,Low
0.035,Low
0.11,Low
0.04,Low
0.03,Low
0.0,Low
0.005,Low
0.01,Low
0.035,Low
0.025,Low
0.005,Low
0.35,Medium
0.0,Low
0.005,Low
0.0,Low
0.165,Low
0.06,Low
0.005,Low
0.005,Low
0.0,Low
0.065,Low
0.0,Low
0.0,Low
0.02,Low
0.0,Low
0.015,Low
0.005,Low
0.005,Low
0.075,Low
0.185,Low
0.0,Low
0.035,Low
0.035,Low
0.055,Low
0.085,Low
0.02,Low
0.025,Low
0.03,Low
0.0,Low
0.0,Low
0.35470041392744095,Medium
0.0,Low
0.01,Low
0.0,Low
0.015,Low
0.0,Low
0.065,Low
0.025,Low
0.005,Low
0.01,Low
0.085,Low
0.005,Low
0.06,Low
0.025,Low
0.025,Low
0.0,Low
0.0,Low
0.095,Low
0.005,Low
0.005,Low
0.0,Low
0.015,Low
0.0,Low
0.0,Low
0.075,Low
0.0,Low
0.0,Low
0.115,Low
0.065,Low
0.0,Low
0.225,Low
0.0,Low
0.02,Low
0.045,Low
0.005,Low
0.315,Medium
0.0,Low
0.045,Low
0.015,Low
0.0,Low
0.06,Low
0.125,Low
0.01,Low
0.11,Low
0.005,Low
0.025,Low
0.005,Low
0.015,Low
0.09,Low
0.0,Low
0.0,Low
0.0,Low
0.01,Low
0.0,Low
0.05,Low
0.05,Low
0.03,Low
0.03,Low
0.0,Low
0.03,Low
0.0,Low
0.02,Low
0.0,Low
0.0,Low
0.335,Medium
0.4,Medium
0.025,Low
0.01,Low
0.02,Low
0.055,Low
0.07,Low
0.095,Low
0.055,Low
0.015,Low
0.05,Low
0.0,Low
0.09,Low
0.25,Low
0.0,Low
0.06,Low
0.015,Low
0.0,Low
0.0,Low
0.06,Low
0.08,Low
0.015,Low
0.0,Low
0.02,Low
0.165,Low
0.18,Low
0.23,Low
0.095,Low
0.065,Low
0.14,Low
0.025,Low
0.045,Low
0.0,Low
0.02,Low
0.025,Low
0.225,Low
0.69,High
0.02,Low
0.025,Low
0.045,Low
0.25,Low
0.06,Low
0.01,Low
0.01,Low
0.13,Low
0.125,Low
0.01,Low
0.1,Low
0.075,Low
0.21,Low
0.055,Low
0.03,Low
0.0,Low
0.03,Low
0.01,Low
0.02,Low
0.045,Low
0.03,Low
0.24,Low
0.04,Low
0.03,Low
0.005,Low
0.015,Low
0.285,Low
0.015,Low
0.02,Low
0.005,Low
0.38,Medium
0.0,Low
0.005,Low
0.0,Low
0.005,Low
0.265,Low
0.025,Low
0.035,Low
0.09,Low
0.035,Low
0.015,Low
0.025,Low
0.0,Low
0.105,Low
0.16,Low
0.03,Low
0.0,Low
0.005,Low
0.0,Low
0.03,Low
0.0,Low
0.025,Low
0.0,Low
0.065,Low
0.03,Low
0.07,Low
0.075,Low
0.0,Low
0.0,Low
0.005,Low
0.025,Low
0.03,Low
0.015,Low
0.0,Low
0.18,Low
0.01,Low
0.02,Low
0.035,Low
0.0,Low
0.005,Low
0.045,Low
0.06,Low
0.185,Low
0.0,Low
0.495,Medium
0.395,Medium
0.015,Low
0.015,Low
0.015,Low
0.0,Low
0.455,Medium
0.035,Low
0.07,Low
0.015,Low
0.01,Low
0.23,Low
0.01,Low
0.11,Low
0.0,Low
0.01,Low
0.01,Low
0.0,Low
0.0,Low
0.0,Low
0.16,Low
0.03,Low
0.38,Medium
0.025,Low
0.015,Low
0.0,Low
0.155,Low
0.015,Low
0.0,Low
0.25,Low
0.0,Low
0.23,Low
0.005,Low
0.005,Low
0.025,Low
0.015,Low
0.01,Low
0.0,Low
0.0,Low
0.0,Low
0.005,Low
0.015,Low
0.05,Low
0.055,Low
0.105,Low
0.0,Low
0.2,Low
0.0,Low
0.0,Low
0.0,Low
0.035,Low
0.0,Low
0.04,Low
0.0,Low
0.05,Low
0.0,Low
0.0,Low
0.0,Low
0.355,Medium
0.0,Low
0.01,Low
0.01,Low
0.0,Low
0.1,Low
0.055,Low
0.03,Low
0.0,Low
0.04,Low
0.0,Low
0.0,Low
0.005,Low
0.065,Low
0.045,Low
0.04,Low
0.025,Low
0.0,Low
0.005,Low
0.075,Low
0.105,Low
0.025,Low
0.02,Low
0.01,Low
0.07,Low
0.03,Low
0.0,Low
0.0,Low
0.02,Low
0.0,Low
0.01,Low
0.03,Low
0.055,Low
0.04,Low
0.11,Low
0.01,Low
0.0,Low
0.125,Low
0.03,Low
0.02,Low
0.175,Low
0.04,Low
0.0,Low
0.005,Low
0.01,Low
0.105,Low
0.0,Low
0.01,Low
0.0,Low
0.045,Low
0.115,Low
0.02,Low
0.0,Low
0.04,Low
0.0,Low
0.125,Low
0.26,Low
0.08,Low
0.005,Low
0.025,Low
0.065,Low
0.0,Low
0.005,Low
0.02,Low
0.005,Low
0.015,Low
0.0,Low
0.23,Low
0.06,Low
0.09,Low
0.015,Low
0.02,Low
0.005,Low
0.0,Low
0.025,Low
0.035,Low
0.01,Low
0.025,Low
0.015,Low
0.045,Low
0.04,Low
